Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
17,2010000017,Tocantins,2010,RURAL,"70,55","3,43","24,39","26,22","93,81","82,58","60,26","6,91","8,75","5,19","4,17","23,09","5,77","24,87","9,91","28,80","27,37","21,84","110,74","110,74","122,46","122,46","72,51","72,51","6,62","90,74","90,74","92,89","92,89","33,85","33,85","2,80","22,27","80,57","26,31","10,95","73,04","94,82","91,48","44,80","9,19","12,93","81,94","80,20","39,47","52,68","26,41","21,00","19,40","22,67","13,08","11,11","1,96","30,00","124,40","200,80","343,80","511,00","0,58","27,47","35,54","45,80","60,48","71,08","85,54","47,97","1,06","60,18","7,23","19,40","39,82","64,99","26,55","16,65","260,51","13,86","1249,67","80,29","158,53","265,98","783,87","280,69","23,74","57,53","107,66","0,62","69,63","2,74","3,35","0,18","17,31","0,28","2,37","23,67","0,44","22,68","15,80","5,21","26,27","29,20","15,66","2,72","32,42","56,70","91,85","96,32","98,21","498,72","0,40","11,70","26,00","49,98","55,03","57,62","8,77","13,91","11,81","5,30","8,18","52,46","42,73","39,59",,"79,18","19,65","23,97","53,01","77,73","5,18","50,42","37,32","67,42","1,19","9,47","20,82","33,94","78,76","5,60",3840,4542,102173,5187,25752,19391,19482,16498,185245,17244,49200,16016,168001,14127,31956,13535,136045,6050,6051,5915,30896,73892,20271,,293339,,3290,27332,30352,32347,26868,22332,21718,20657,18063,17634,16351,14932,13643,10839,8002,5587,3392,235963,32826,17468,185669,291059,"0,264","0,535","0,564","0,423","0,759","0,560"
17,2010000017,Tocantins,2010,URBANO,"73,20","2,23","18,13","19,51","95,92","87,17","51,03","63,30","10,09","1,86","1,45","10,21","1,74","11,05","2,97","13,61","16,25","12,19","111,45","111,45","116,10","116,10","98,35","98,35","34,97","93,61","93,61","95,06","95,06","52,86","52,86","16,73","38,67","85,71","33,12","14,84","90,99","97,68","94,54","29,70","3,78","12,10","91,73","90,08","61,68","79,32","59,35","53,87","45,27","52,57","43,38","40,86","12,53","164,75","272,25","450,00","781,00","1325,00","0,58","5,57","8,93","15,79","25,00","37,62","52,35","47,84","2,92","62,78","9,41","19,89","37,22","82,37","20,34","13,35","674,28","98,46","3226,03","218,82","353,45","584,07","2117,74","676,24","35,54","84,00","151,95","0,63","9,68","16,79","9,77","0,23","50,29","1,07","5,82","20,15","1,91","52,34","31,75","15,81","27,11","67,92","51,56","14,74","3,84","20,86","70,15","81,35","90,15","1274,42","0,51","7,29","31,58","67,27","68,93","78,86","20,26","23,85","14,27","7,23","7,57","92,74","90,54","28,97","94,35","98,92","4,95","3,79","23,64","61,33","2,32","20,44","12,30","33,79","0,87","8,04","1,08","32,33","67,39","5,18",8122,21556,492178,18930,89149,66378,67566,56509,782165,68318,221984,68002,713847,65862,153666,65031,560181,19934,20040,19402,103375,260842,60375,,95377,,12581,95377,100651,111913,112451,109533,103456,93809,77329,67334,54940,43229,33640,26069,20302,16296,11196,893752,111418,68267,714066,1082764,"0,594","0,724","0,729","0,678","0,803","0,713"
21,2010000021,Maranhão,2010,RURAL,"69,87","3,21","29,50","32,21","92,99","81,45","67,80","5,75","8,45","10,10","6,58","30,75","10,24","33,42","19,58","40,24","31,75","25,48","115,28","115,28","127,84","127,84","73,70","73,70","5,89","90,89","90,89","93,62","93,62","29,23","29,23","2,16","41,55","79,72","29,36","12,47","91,47","95,13","91,55","48,67","11,02","14,42","76,72","75,22","34,77","48,05","26,39","20,02","15,90","19,11","12,59","10,67","1,34","22,50","69,45","142,00","255,00","382,50","0,59","40,18","50,21","59,73","72,36","80,96","90,37","41,69","1,22","59,32","5,87","18,02","40,68","56,85","28,39","20,85","172,49","10,51","719,08","40,14","104,76","195,41","528,02","187,55","25,45","51,32","88,90","0,61","65,28","5,57","4,89","0,30","17,11","0,24","3,04","31,95","0,35","18,08","11,34","3,23","22,85","28,92","15,33","1,94","36,21","73,29","95,24","97,78","99,09","323,02","0,50","14,19","27,60","49,22","53,34","58,41","8,26","9,39","12,21","6,30","8,12","34,42","22,92","50,59",,"90,18","35,27","46,32","59,31","58,45","4,87","52,30","45,04","69,47","4,72","9,92","9,82","32,56","74,35","10,19",41852,43480,761514,49863,230327,173319,172959,159215,1451349,159581,484278,154647,1291768,144110,324697,139096,967071,56072,57109,55904,290897,680805,139470,,2427640,,26645,263081,283565,294768,256223,228055,200861,167157,134877,120531,105469,90523,79289,63771,50720,37638,24467,1880142,295033,157551,1427558,2418299,"0,264","0,547","0,541","0,429","0,748","0,493"
21,2010000021,Maranhão,2010,URBANO,"70,78","2,25","27,00","29,49","93,77","83,16","53,73","68,99","9,81","4,32","2,51","14,93","3,54","16,12","6,48","19,71","20,68","16,12","115,84","115,84","120,60","120,60","102,14","102,14","21,62","93,40","93,40","95,07","95,07","49,07","49,07","9,58","45,72","85,24","30,58","13,50","95,58","97,03","94,00","34,24","5,18","14,79","87,79","86,23","55,84","73,50","53,87","48,26","37,34","44,37","36,77","34,60","7,58","107,20","194,00","303,33","516,67","900,00","0,60","12,10","18,20","27,70","40,12","53,40","68,39","49,19","2,41","63,56","8,78","19,19","36,44","75,01","22,40","14,47","470,36","56,70","2313,48","149,90","244,80","405,63","1494,49","474,37","34,77","75,78","134,60","0,67","13,92","19,34","9,97","0,54","45,07","0,90","5,87","26,26","1,23","40,38","28,32","7,73","30,64","61,60","44,63","9,65","7,49","37,10","80,50","88,26","93,87","931,93","0,55","6,34","22,32","58,51","61,66","70,11","17,69","23,29","19,46","9,59","11,66","76,50","68,70","38,07","79,08","99,57","17,39","12,38","30,77","54,28","2,97","24,42","17,87","41,19","2,64","9,64","0,43","33,98","63,87","9,65",27280,57440,1663005,72106,340317,252976,257784,223751,2954487,257807,854738,257537,2696680,252447,596931,250705,2099749,76370,77493,76142,402532,1000656,256867,,372320,,55004,372320,390083,430259,426028,428710,394312,333399,268494,235005,199851,166452,136797,108572,86381,68733,46749,3384594,430299,257403,2696892,4128783,"0,539","0,691","0,682","0,636","0,763","0,655"
22,2010000022,Piauí,2010,RURAL,"70,06","2,65","26,97","29,22","93,27","81,70","59,04","7,85","8,21","8,94","5,16","35,67","9,68","38,69","20,56","45,76","37,26","30,44","115,18","115,18","130,50","130,50","70,03","70,03","7,03","92,69","92,69","95,89","95,89","27,87","27,87","3,00","38,79","81,89","29,08","11,35","91,73","97,00","93,17","52,78","9,69","15,19","73,05","72,47","32,01","48,29","20,44","13,67","14,26","18,49","9,16","6,89","1,28","27,88","82,73","159,00","277,50","407,75","0,54","36,80","48,45","55,56","71,19","77,92","90,54","37,01","1,78","55,86","7,07","20,40","44,14","45,26","20,93","15,76","179,89","16,04","665,76","47,58","119,91","213,53","501,21","187,91","29,14","54,87","95,29","0,55","68,30","3,58","6,08","0,36","15,37","0,32","3,93","23,33","0,27","16,45","12,27","1,91","25,37","22,41","11,12","1,87","42,15","78,24","96,83","98,80","99,58","245,07","0,48","15,09","29,87","50,15","52,86","58,18","4,81","8,07","11,29","5,43","7,12","44,33","30,71","37,72",,"81,03","13,18","20,16","64,89","61,21","3,00","57,28","46,12","74,96","2,42","10,13","18,97","30,88","78,19","5,43",17550,20373,363576,17556,93930,69729,71820,54201,691302,67734,202269,64685,623568,59461,134535,57942,489033,19760,20093,19650,108185,269849,83804,,1067401,,17080,90237,104610,117598,107665,94604,84628,76128,63654,60351,54737,48676,43739,36970,29261,22843,14620,872318,116279,68195,687844,1064957,"0,204","0,528","0,525","0,385","0,751","0,500"
22,2010000022,Piauí,2010,URBANO,"72,69","1,72","20,56","22,29","95,47","86,38","48,14","94,67","9,84","4,04","2,70","15,62","3,61","16,68","6,58","19,97","22,46","17,41","121,44","121,44","124,54","124,54","112,67","112,67","34,03","94,49","94,49","96,16","96,16","47,52","47,52","16,68","47,28","87,54","39,87","18,20","97,41","97,93","95,22","37,50","5,95","16,16","86,44","85,35","53,00","73,63","52,19","46,80","37,04","45,04","35,47","33,06","10,22","127,50","220,29","345,71","605,83","1020,00","0,59","9,34","15,06","22,91","35,34","47,78","64,64","48,77","2,67","63,52","9,05","19,40","36,48","72,68","21,54","14,04","540,80","72,22","2637,34","172,61","279,74","461,86","1718,60","542,53","37,06","79,44","141,66","0,66","10,92","19,56","9,51","0,16","49,65","1,10","6,65","23,25","1,41","45,06","32,38","7,97","29,78","59,64","42,85","12,88","6,41","35,54","78,94","87,64","93,40","970,17","0,58","5,51","20,86","58,31","62,62","73,02","17,16","25,02","19,53","8,78","10,55","90,13","86,15","28,16","87,61","99,28","5,52","6,38","32,04","52,72","2,07","25,64","17,32","41,38","1,59","9,38","0,72","30,03","70,43","6,10",10640,24211,886898,31107,154114,114356,117366,93966,1533368,116415,401048,115924,1416953,118031,284633,120228,1132320,32729,32778,32101,173405,443934,148917,,157294,,34187,157294,167981,192316,194203,206845,190743,170965,142925,129414,114658,94975,77537,62186,47951,39603,27176,1725635,193151,116060,1416424,2037790,"0,522","0,685","0,696","0,626","0,795","0,677"
23,2010000023,Ceará,2010,RURAL,"70,95","2,49","23,20","24,95","94,19","83,35","59,27","8,43","9,51","4,91","3,60","32,17","7,36","35,30","16,21","42,26","21,15","16,26","107,69","107,69","119,85","119,85","75,06","75,06","6,20","91,49","91,49","94,22","94,22","42,08","42,08","2,88","47,72","78,43","21,11","7,82","95,27","97,10","92,03","34,76","5,61","11,48","87,09","85,43","52,22","61,20","28,32","20,14","25,82","28,19","14,09","10,58","1,40","30,67","91,86","164,71","277,50","410,00","0,52","33,54","45,22","54,30","70,90","77,95","91,05","35,95","2,11","54,32","8,58","22,24","45,68","45,55","16,76","12,67","184,10","19,44","661,82","59,53","125,76","215,80","500,29","190,25","31,56","59,49","100,87","0,51","64,05","4,86","4,27","0,30","17,55","0,48","6,16","24,12","0,36","17,01","12,59","2,26","31,82","31,60","17,08","2,04","34,36","77,85","97,30","98,96","99,59","256,46","0,44","12,87","27,24","51,93","52,31","59,34","5,64","9,40","10,88","5,33","6,73","46,16","37,86","37,67",,"97,68","30,38","13,61","48,87","52,28","2,90","42,82","33,48","67,93","1,82","10,36","2,32","33,35","79,03","3,96",31128,40475,708326,31492,196160,143736,150682,99826,1371721,146879,416683,138620,1224842,121804,269804,115312,955038,37018,36770,35834,204145,547184,177487,,2105812,,42605,169098,193700,243375,229700,186983,159299,144821,127918,120861,110584,89487,80943,71556,56986,47252,30644,1744579,241832,148594,1354153,2099294,"0,283","0,651","0,575","0,493","0,766","0,504"
23,2010000023,Ceará,2010,URBANO,"73,24","1,87","17,88","19,25","95,98","87,27","47,58","97,58","9,94","3,45","2,42","13,79","3,06","14,77","5,25","17,68","17,36","13,19","112,39","112,39","118,49","118,49","96,03","96,03","24,61","92,29","92,29","94,37","94,37","49,90","49,90","11,77","50,38","82,77","28,29","12,92","96,68","96,80","92,99","30,66","4,18","11,53","88,50","86,47","58,73","76,23","55,16","49,91","41,28","48,02","37,59","34,99","8,94","128,25","224,86","344,50","596,50","1017,50","0,60","8,41","13,68","22,33","35,06","47,16","64,37","50,29","2,75","64,17","9,07","19,30","35,83","73,15","22,17","14,14","552,72","76,06","2779,78","174,72","282,67","456,66","1772,73","554,28","38,14","82,13","143,80","0,67","7,81","19,14","7,24","0,19","44,91","1,11","14,51","21,89","1,50","48,14","38,87","4,96","29,22","63,58","45,64","10,69","4,48","31,82","80,67","88,32","93,72","971,05","0,55","5,86","23,21","63,27","62,81","74,68","16,99","25,18","17,23","8,13","9,46","92,46","89,08","32,95","93,56","99,54","4,53","1,62","28,32","49,62","3,20","22,74","15,06","38,73","1,86","8,93","0,46","34,23","68,07","7,66",35517,87355,2754237,93296,482940,355658,368801,284688,4764492,378754,1252995,374513,4385738,361005,874241,361946,3511497,97133,98058,95436,525477,1387171,464069,,475602,,110967,475602,502543,603932,617141,635854,583593,513120,448510,420286,368656,284729,232171,196363,148097,123628,81377,5366724,605631,376397,4384696,6304007,"0,552","0,713","0,710","0,655","0,804","0,681"
24,2010000024,Rio Grande do Norte,2010,RURAL,"70,91","2,64","23,93","25,75","94,21","83,33","56,22","7,94","8,95","7,71","5,08","31,70","8,70","34,35","16,41","40,75","29,96","22,63","111,75","111,75","127,53","127,53","68,25","68,25","6,78","91,86","91,86","94,99","94,99","30,38","30,38","3,10","44,20","80,04","24,96","9,01","93,12","96,98","92,47","47,73","8,53","12,39","83,18","82,01","36,21","50,79","26,00","19,81","19,97","24,30","13,90","11,30","1,68","52,86","127,45","200,00","339,00","505,00","0,49","23,77","32,77","44,51","60,64","71,98","86,75","34,27","2,18","52,08","10,42","24,78","47,92","54,30","13,16","9,98","222,38","24,23","762,19","91,62","159,65","257,35","578,10","228,72","30,26","65,77","115,57","0,46","54,64","5,94","6,94","1,06","21,97","0,62","4,90","21,58","0,29","26,30","20,59","2,75","29,66","29,69","17,08","2,52","28,45","62,21","95,30","97,99","99,31","373,14","0,32","8,96","23,64","50,52","51,96","59,42","8,13","14,73","16,76","8,32","11,21","59,20","55,15","37,16",,"98,45","31,50","7,36","54,83","55,80","3,02","48,64","37,09","67,37","2,08","9,52","1,55","35,37","73,74","5,22",6685,10834,239143,11107,59412,44178,45146,34001,460946,45490,137961,42794,415456,39261,92471,38963,322985,12675,12784,12342,67210,172112,55808,,703036,,13549,57783,65215,74191,71587,66374,58461,50250,44901,42209,38130,29238,24873,24016,18190,14852,9217,580691,74592,45839,460260,699135,"0,260","0,581","0,566","0,444","0,765","0,534"
24,2010000024,Rio Grande do Norte,2010,URBANO,"73,14","1,83","18,18","19,58","95,83","87,02","45,62","102,74","9,74","4,72","2,86","14,12","3,63","15,02","6,07","17,69","20,76","15,42","116,03","116,03","122,78","122,78","97,87","97,87","31,65","92,73","92,73","94,35","94,35","44,92","44,92","15,12","50,57","83,51","33,40","15,56","95,08","97,22","93,51","35,97","5,32","12,15","88,85","87,03","52,92","73,10","54,59","50,24","40,89","48,14","39,01","36,87","10,05","152,40","255,00","407,75","733,20","1260,50","0,59","6,50","10,98","17,89","29,54","40,78","57,91","48,81","2,81","63,46","9,25","19,59","36,54","71,62","21,11","13,75","637,51","89,61","3111,66","205,16","329,72","540,23","2026,16","638,65","36,97","83,04","148,67","0,65","6,56","19,07","7,91","1,30","49,60","1,10","9,71","20,76","1,84","55,95","43,34","7,66","23,05","63,66","47,92","12,53","3,96","25,53","75,83","85,01","92,03","1116,31","0,53","4,58","21,21","62,71","62,38","74,06","23,57","31,16","21,21","9,99","11,86","95,25","93,59","27,54","97,51","99,62","3,10","0,84","29,35","49,43","2,78","23,76","15,00","37,79","1,23","8,87","0,38","34,93","67,59","6,17",10043,29415,1084102,35467,175408,129914,133055,106336,1876178,139335,468882,135720,1736843,131824,329547,136148,1407296,36924,38020,36797,196850,511593,183426,,178535,,46903,178535,190746,219532,225691,243191,229661,202842,178799,172913,152885,117116,90014,79640,57916,47399,31208,2095617,219037,138678,1737901,2452414,"0,546","0,694","0,713","0,641","0,802","0,704"
25,2010000025,Paraíba,2010,RURAL,"69,95","2,30","26,97","29,13","93,25","81,52","57,76","9,06","8,42","6,90","4,88","34,56","8,33","37,46","19,42","44,43","33,62","26,73","111,95","111,95","130,08","130,08","62,50","62,50","6,83","91,25","91,25","95,15","95,15","28,10","28,10","3,25","34,92","78,08","25,20","9,80","93,07","96,89","91,85","48,27","8,48","12,21","77,86","76,57","33,75","48,09","21,13","14,67","18,46","21,96","10,86","8,21","1,41","41,75","111,00","187,00","319,60","489,33","0,51","27,60","39,10","48,51","67,05","73,68","89,39","34,73","2,05","52,83","9,56","23,71","47,17","47,70","14,53","11,04","208,27","21,40","723,26","78,17","147,37","244,27","549,64","215,36","31,00","63,14","108,77","0,48","67,99","4,51","4,67","0,68","15,57","0,47","4,60","21,88","0,28","17,93","12,87","2,83","25,22","22,34","12,29","1,85","39,75","75,16","97,28","98,87","99,54","268,51","0,39","16,74","32,35","55,41","57,17","62,83","2,83","6,01","10,13","4,41","6,20","39,91","35,12","35,88",,"98,75","38,37","8,07","63,77","65,08","3,11","55,71","42,69","73,23","1,54","10,17","1,25","30,46","77,78","4,21",16130,19402,350493,14619,77873,57231,59902,44571,614191,60091,178320,57422,554100,53136,118229,50607,435871,15680,16046,15826,86900,224864,84073,,927850,,20739,74806,84406,96413,96275,82045,71460,65206,58034,55034,48796,40429,36875,33998,26915,22434,13985,769412,96364,59978,613070,925539,"0,211","0,558","0,541","0,404","0,749","0,524"
25,2010000025,Paraíba,2010,URBANO,"72,78","1,86","19,82","21,42","95,54","86,45","49,10","110,33","9,55","3,98","3,11","17,26","4,19","18,37","7,36","21,56","22,94","17,48","116,54","116,54","125,39","125,39","91,59","91,59","30,74","92,72","92,72","94,62","94,62","41,87","41,87","15,00","44,85","83,40","34,40","16,59","94,51","97,21","93,60","38,62","6,54","11,85","85,81","84,15","49,13","68,97","49,17","44,70","37,93","44,98","34,97","32,71","10,04","127,86","225,00","352,50","610,00","1066,25","0,60","8,73","14,53","22,51","35,99","47,07","64,57","50,09","2,64","64,35","8,83","18,97","35,65","70,13","22,69","14,59","562,49","74,20","2817,38","174,10","285,33","468,97","1811,23","563,95","37,15","81,05","142,67","0,68","9,46","19,00","7,84","0,34","48,01","1,36","9,01","22,48","1,76","47,92","33,23","9,57","27,99","58,23","43,72","12,82","5,79","33,45","79,67","87,40","93,06","1004,86","0,57","5,53","21,61","58,71","59,94","72,42","17,70","28,11","21,37","9,73","12,09","94,93","93,29","26,66","96,50","99,66","3,01","1,49","37,18","55,15","2,79","30,26","20,38","43,91","1,44","9,60","0,34","34,56","70,80","5,67",13945,33553,1189327,42701,201347,148876,152600,128327,2141422,155718,521159,153706,1985704,151464,365441,152058,1620263,43910,44940,44458,235674,592739,237545,,215295,,59118,215295,229681,252280,256702,264457,256069,232540,202232,188739,165600,131765,110003,95770,74426,62981,41020,2391820,252220,155266,1984334,2819183,"0,492","0,668","0,690","0,603","0,796","0,683"
26,2010000026,Pernambuco,2010,RURAL,"70,13","2,41","25,50","27,48","93,41","81,66","59,99","7,40","8,26","8,60","6,15","33,44","9,93","36,22","18,69","43,14","31,29","25,41","111,65","111,65","125,87","125,87","68,92","68,92","4,88","89,39","89,39","92,52","92,52","28,65","28,65","2,19","31,91","77,15","26,71","11,17","87,55","94,71","90,33","45,67","9,77","12,46","77,59","75,54","34,71","46,33","22,23","15,89","17,37","20,32","10,93","8,45","1,05","40,00","106,75","174,33","299,60","443,33","0,51","28,03","37,89","50,24","66,75","75,78","89,74","36,05","1,93","53,75","9,46","23,40","46,25","53,66","15,24","11,34","201,58","19,45","726,61","75,89","140,51","230,27","540,53","210,70","29,75","63,08","107,66","0,48","69,84","3,67","3,90","0,23","13,50","0,47","5,96","26,75","0,33","20,08","16,56","1,92","24,68","23,70","12,44","1,38","32,97","71,57","97,07","98,78","99,46","305,05","0,36","16,80","32,41","54,86","56,80","62,23","5,43","8,42","11,94","5,92","7,99","39,67","35,53","39,79",,"98,31","33,77","8,54","62,06","68,09","5,29","54,93","43,21","71,21","2,11","9,13","1,69","31,71","75,91","5,67",33220,36557,629104,29710,157452,116587,119616,91429,1111474,113479,344338,108540,997995,103438,230859,99336,767136,32733,33072,33489,181857,452788,129146,,1744238,,27804,152495,174183,198198,182819,161519,140591,125101,107888,98360,84261,70645,62589,56443,44756,34689,21897,1418078,197681,112806,1107591,1735074,"0,222","0,543","0,540","0,403","0,752","0,519"
26,2010000026,Pernambuco,2010,URBANO,"72,99","1,82","19,00","20,49","95,75","86,88","46,92","99,19","9,40","3,96","2,79","13,83","3,87","14,68","6,15","17,11","21,31","16,42","117,28","117,28","123,53","123,53","99,29","99,29","25,24","92,45","92,45","94,19","94,19","43,20","43,20","11,51","46,52","83,39","31,91","14,37","93,99","96,86","93,39","37,14","6,37","12,74","86,88","84,54","50,62","68,63","52,57","48,96","36,83","43,37","36,87","35,41","9,52","130,63","233,33","366,60","634,67","1104,75","0,62","8,43","14,26","21,45","34,73","45,94","63,69","52,29","2,52","65,93","8,49","18,16","34,07","69,83","24,63","15,53","605,86","76,45","3167,79","180,80","292,85","481,93","1997,49","607,86","36,60","80,47","144,17","0,72","7,53","19,07","7,39","0,16","47,98","1,17","10,82","22,57","1,80","52,41","41,74","6,22","24,51","61,40","45,77","12,05","3,79","28,10","78,28","86,62","92,70","1074,31","0,55","5,28","22,11","62,87","61,30","74,32","24,77","31,63","23,35","11,97","14,01","90,78","88,79","27,44","94,74","99,76","5,15","1,32","34,45","53,48","3,14","27,49","18,19","40,20","2,40","9,14","0,24","35,15","69,27","10,54",33673,84305,3026407,103499,505210,375813,380010,313250,5320317,381041,1286842,377466,4939276,376948,905801,380128,4033475,108211,110498,110099,591771,1478022,520188,,524414,,115113,524414,570146,637333,630779,656063,639050,591952,527314,478709,417914,346018,280164,232166,174934,139558,90583,5955593,637417,381325,4936851,7009522,"0,526","0,671","0,701","0,619","0,800","0,695"
